,Residence,Age,Class_Time,Class_Rating,Class_Medium,Self_Study_Time,Fitness_Time,Sleep_Time,Social_Media_Time,Social_Media_Platform,TV_Time,Meals_Number,Weight_Change,Health_Issue,Stress_Busters,Time_Utilized,Miss,More_Social_connection,Total_studying_time,Total_resting_time
350,Outside Delhi-NCR,20,0,Poor,Smartphone,3,1,9,3,Instagram,2,2,0,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,3,14
351,Outside Delhi-NCR,25,0,Poor,Laptop/Desktop,1,1,8,3,Instagram,0,4,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,2,12
352,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,1,0,9,2,Whatsapp,0,3,0,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,5,11
353,Outside Delhi-NCR,20,3,Poor,Laptop/Desktop,2,1,6,2,Instagram,0,3,0,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,5,9
354,Outside Delhi-NCR,15,3,Poor,Smartphone,2,1,7,2,Whatsapp,0,3,1,NO,EXERCISE,YES,SOCIALIZE,YES,5,10
355,Delhi-NCR,15,4,Poor,Smartphone,2,1,8,1,Whatsapp,2,3,2,NO,EXERCISE,YES,SCHOOL/WORK,YES,6,12
356,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,2,0,6,1,Youtube,0,3,0,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,6,8
357,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,3,0,9,1,Whatsapp,1,3,2,NO,REST,NO,SCHOOL/WORK,NO,5,11
358,Delhi-NCR,25,1,Poor,Smartphone,2,1,6,2,Instagram,0,3,0,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,3,9
359,Delhi-NCR,20,4,Poor,Laptop/Desktop,0,0,9,2,Instagram,2,3,0,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,4,13
360,Outside Delhi-NCR,20,0,Poor,Laptop/Desktop,2,0,9,4,Instagram,0,3,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,2,13
361,Delhi-NCR,20,0,Poor,Laptop/Desktop,1,1,8,4,Whatsapp,0,3,0,NO,REST,NO,SCHOOL/WORK,YES,2,13
362,Outside Delhi-NCR,25,0,Poor,Smartphone,4,1,7,2,Others,3,4,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,4,13
363,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,2,8,2,Instagram,1,4,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,13
364,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,3,0,7,5,Instagram,3,2,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,5,14
365,Outside Delhi-NCR,20,2,Poor,Smartphone,4,3,6,1,Whatsapp,0,3,1,NO,EXERCISE,NO,SCHOOL/WORK,YES,6,10
366,Outside Delhi-NCR,20,1,Poor,Smartphone,2,0,8,1,Youtube,1,2,1,NO,SOCIALIZE,NO,SCHOOL/WORK,YES,3,10
367,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,0,8,3,Others,2,3,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,8,13
368,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,0,8,4,Youtube,2,4,0,NO,MUSIC,NO,BEING OUTSIDE,YES,7,14
369,Delhi-NCR,20,0,Poor,Laptop/Desktop,1,0,9,5,Others,0,4,0,NO,REST,NO,TRAVELLING,NO,2,14
370,Delhi-NCR,20,3,Poor,Smartphone,3,3,9,2,Youtube,0,3,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,6,14
371,Outside Delhi-NCR,20,0,Poor,Smartphone,0,1,9,5,Youtube,1,3,0,YES,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,2,14
372,Outside Delhi-NCR,25,1,Poor,Laptop/Desktop,4,2,8,2,Whatsapp,1,3,2,YES,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,5,13
373,Outside Delhi-NCR,30,2,Poor,Laptop/Desktop,1,0,7,5,Whatsapp,3,3,2,NO,MUSIC,YES,TRAVELLING,YES,3,14
374,Outside Delhi-NCR,15,4,Poor,Smartphone,4,0,7,1,Youtube,2,3,0,NO,MUSIC,NO,SOCIALIZE,NO,8,10
375,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,0,1,9,2,Instagram,1,3,1,YES,MUSIC,NO,TRAVELLING,NO,2,13
376,Outside Delhi-NCR,20,4,Poor,Smartphone,4,0,7,5,Youtube,0,2,0,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,8,12
377,Delhi-NCR,30,2,Poor,Laptop/Desktop,1,1,8,4,Others,0,3,1,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,3,13
378,Delhi-NCR,20,0,Poor,Laptop/Desktop,1,1,7,0,Instagram,0,3,0,NO,READING,YES,SCHOOL/WORK,YES,2,8
379,Outside Delhi-NCR,25,3,Poor,Laptop/Desktop,4,2,8,4,Instagram,1,4,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,14
380,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,2,2,8,1,Instagram,0,3,1,NO,MUSIC,YES,BEING OUTSIDE,NO,6,11
381,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,2,2,8,4,Youtube,3,3,1,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,6,14
382,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,7,2,Youtube,0,3,2,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,YES,8,10
383,Delhi-NCR,30,3,Poor,Smartphone,4,0,6,1,Others,1,2,2,NO,READING,YES,BEING OUTSIDE,YES,7,8
384,Outside Delhi-NCR,20,1,Poor,Tablet,2,3,8,2,Whatsapp,2,2,1,NO,READING,YES,SOCIALIZE,YES,3,14
385,Delhi-NCR,25,3,Poor,Laptop/Desktop,4,1,6,3,Whatsapp,2,3,2,NO,REST,NO,SOCIALIZE,YES,7,12
386,Outside Delhi-NCR,25,1,Poor,Smartphone,4,1,8,4,Youtube,0,3,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,5,13
387,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,0,8,1,Others,2,3,2,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,6,11
388,Delhi-NCR,20,4,Poor,Tablet,4,0,9,2,Instagram,2,3,2,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,8,13
389,Outside Delhi-NCR,20,2,Poor,Smartphone,0,0,8,5,Instagram,1,2,1,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,2,14
390,Outside Delhi-NCR,25,2,Poor,Smartphone,2,0,6,3,Whatsapp,0,2,1,NO,REST,NO,SCHOOL/WORK,NO,4,9
391,Delhi-NCR,20,4,Poor,Smartphone,4,1,6,1,Whatsapp,0,4,2,NO,MUSIC,YES,BEING OUTSIDE,YES,8,8
392,Outside Delhi-NCR,25,0,Poor,Smartphone,4,0,7,2,Whatsapp,0,3,2,YES,ONLINE ACTIVITIES,YES,SCHOOL/WORK,NO,4,9
393,Outside Delhi-NCR,20,2,Poor,Smartphone,1,0,9,1,Whatsapp,0,3,1,NO,READING,NO,SCHOOL/WORK,YES,3,10
394,Delhi-NCR,25,4,Poor,Laptop/Desktop,2,1,7,1,Youtube,1,3,2,NO,ONLINE ACTIVITIES,NO,ALL,YES,6,10
395,Delhi-NCR,25,3,Poor,Smartphone,2,1,9,1,Whatsapp,1,4,2,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,5,12
396,Outside Delhi-NCR,15,4,Poor,Laptop/Desktop,4,1,9,1,Instagram,2,4,2,NO,MUSIC,YES,SOCIALIZE,YES,8,13
397,Outside Delhi-NCR,30,0,Poor,Smartphone,1,0,6,1,Whatsapp,1,3,1,YES,REST,NO,SCHOOL/WORK,NO,2,8
398,Delhi-NCR,25,0,Poor,Laptop/Desktop,2,0,9,5,Youtube,0,2,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,2,14
399,Delhi-NCR,25,3,Poor,Laptop/Desktop,0,2,8,2,Instagram,2,3,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,3,14
400,Outside Delhi-NCR,25,3,Poor,Smartphone,1,1,8,2,Instagram,0,3,0,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,4,11
401,Delhi-NCR,20,2,Poor,Smartphone,1,1,8,5,Instagram,0,4,0,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,YES,3,14
402,Delhi-NCR,20,2,Poor,Laptop/Desktop,4,0,8,1,Youtube,0,4,1,YES,REST,NO,BEING OUTSIDE,NO,6,9
403,Delhi-NCR,25,4,Poor,Laptop/Desktop,4,1,8,3,Instagram,1,3,0,NO,MUSIC,NO,SCHOOL/WORK,NO,8,13
404,Delhi-NCR,20,2,Poor,Smartphone,0,3,8,1,Others,0,3,0,NO,EXERCISE,NO,ALL,YES,2,12
405,Delhi-NCR,20,0,Poor,Smartphone,0,0,7,3,Instagram,2,4,2,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,2,12
406,Delhi-NCR,20,2,Poor,Laptop/Desktop,1,2,8,3,Instagram,2,4,0,NO,REST,YES,SCHOOL/WORK,NO,3,14
407,Delhi-NCR,20,2,Poor,Smartphone,2,0,8,1,Instagram,1,2,1,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,YES,4,10
408,Delhi-NCR,25,4,Poor,Smartphone,4,1,8,2,Youtube,2,2,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,8,13
409,Delhi-NCR,25,4,Poor,Laptop/Desktop,1,0,9,1,Youtube,1,4,2,NO,MUSIC,YES,BEING OUTSIDE,YES,5,11
410,Delhi-NCR,15,3,Poor,Smartphone,2,2,7,2,Whatsapp,2,3,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,NO,5,13
411,Outside Delhi-NCR,20,4,Poor,Smartphone,3,0,8,1,Others,0,1,0,NO,ONLINE ACTIVITIES,NO,NOTHING,YES,7,9
412,Delhi-NCR,25,0,Poor,Smartphone,2,1,6,0,Youtube,0,1,1,NO,SOCIALIZE,YES,BEING OUTSIDE,YES,2,8
413,Delhi-NCR,15,4,Poor,Tablet,3,1,9,1,Others,3,3,2,NO,SOCIALIZE,YES,ALL,YES,7,14
414,Delhi-NCR,25,2,Poor,Smartphone,0,1,8,1,Youtube,0,4,0,NO,MUSIC,YES,TRAVELLING,YES,2,10
415,Outside Delhi-NCR,25,2,Poor,Smartphone,1,1,7,4,Instagram,0,3,2,NO,EXERCISE,YES,SCHOOL/WORK,YES,3,12
416,Outside Delhi-NCR,30,2,Poor,Smartphone,0,1,7,1,Whatsapp,1,3,2,NO,INDOOR ACTIVITIES,NO,TRAVELLING,NO,2,10
417,Delhi-NCR,20,4,Poor,Smartphone,2,0,9,3,Others,3,2,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,6,14
418,Delhi-NCR,20,1,Poor,Smartphone,2,0,9,2,Youtube,3,4,2,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,3,14
419,Delhi-NCR,20,3,Poor,Laptop/Desktop,4,1,8,3,Instagram,1,4,0,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,7,13
420,Delhi-NCR,30,4,Poor,Laptop/Desktop,3,0,6,3,Whatsapp,0,3,0,YES,REST,YES,SOCIALIZE,YES,7,9
421,Outside Delhi-NCR,30,1,Poor,Laptop/Desktop,2,1,7,3,Whatsapp,0,3,0,YES,ONLINE ACTIVITIES,NO,BEING OUTSIDE,YES,3,11
422,Outside Delhi-NCR,15,4,Poor,Smartphone,2,0,9,1,Whatsapp,2,2,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,6,12
423,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,3,7,4,Instagram,1,2,1,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,6,14
424,Delhi-NCR,25,1,Poor,Laptop/Desktop,4,0,8,2,Youtube,2,2,1,YES,ONLINE ACTIVITIES,YES,SOCIALIZE,NO,5,12
425,Delhi-NCR,25,4,Poor,Laptop/Desktop,3,0,8,4,Others,1,3,0,YES,MUSIC,NO,BEING OUTSIDE,NO,7,13
426,Delhi-NCR,25,4,Poor,Laptop/Desktop,3,0,8,2,Whatsapp,1,3,1,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,7,11
427,Delhi-NCR,25,1,Poor,Laptop/Desktop,4,2,7,1,Whatsapp,0,3,2,NO,WRITING,YES,BEING OUTSIDE,YES,5,10
428,Delhi-NCR,20,0,Poor,Smartphone,4,0,8,4,Instagram,0,1,0,NO,READING,NO,SOCIALIZE,NO,4,12
429,Delhi-NCR,20,1,Poor,Smartphone,2,0,7,1,Whatsapp,0,3,1,YES,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,3,8
430,Delhi-NCR,25,2,Poor,Laptop/Desktop,0,0,7,5,Youtube,0,3,1,NO,INDOOR ACTIVITIES,NO,TRAVELLING,YES,2,12
431,Delhi-NCR,25,2,Poor,Laptop/Desktop,2,0,6,5,Instagram,0,2,0,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,4,11
432,Outside Delhi-NCR,15,3,Poor,Smartphone,2,0,9,1,Youtube,2,2,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,5,12
433,Outside Delhi-NCR,25,1,Poor,Laptop/Desktop,4,1,9,2,Whatsapp,3,3,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,5,14
434,Delhi-NCR,25,1,Poor,Smartphone,0,0,6,2,Instagram,2,3,0,YES,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,2,10
435,Outside Delhi-NCR,25,0,Poor,Smartphone,3,0,8,4,Instagram,1,3,2,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,3,13
436,Delhi-NCR,30,2,Poor,Laptop/Desktop,2,1,7,4,Others,2,2,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,4,14
437,Delhi-NCR,25,0,Poor,Smartphone,1,0,8,5,Whatsapp,1,3,2,NO,READING,NO,BEING OUTSIDE,NO,2,14
438,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,4,1,6,1,Others,1,3,2,YES,REST,YES,SCHOOL/WORK,NO,8,9
439,Delhi-NCR,30,4,Poor,Laptop/Desktop,3,1,7,1,Youtube,1,3,2,NO,MUSIC,NO,SCHOOL/WORK,NO,7,10
440,Delhi-NCR,25,2,Poor,Smartphone,1,1,9,2,Youtube,2,3,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,3,14
441,Delhi-NCR,25,4,Poor,Laptop/Desktop,3,0,6,2,Instagram,0,2,2,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,7,8
442,Delhi-NCR,30,3,Poor,Smartphone,1,1,7,4,Instagram,1,3,2,NO,SOCIALIZE,YES,TRAVELLING,YES,4,13
443,Delhi-NCR,25,1,Poor,Smartphone,2,0,9,1,Whatsapp,1,3,0,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,3,11
444,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,8,0,Youtube,0,2,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,8,9
445,Delhi-NCR,25,0,Poor,Smartphone,2,0,9,2,Instagram,0,3,2,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,2,11
446,Delhi-NCR,20,4,Poor,Smartphone,1,1,6,2,Youtube,3,3,0,NO,MUSIC,NO,SCHOOL/WORK,YES,5,12
447,Delhi-NCR,20,3,Poor,Laptop/Desktop,2,1,8,3,Youtube,0,3,2,NO,EXERCISE,NO,SCHOOL/WORK,YES,5,12
448,Delhi-NCR,20,0,Poor,Smartphone,0,0,9,4,Youtube,3,3,1,NO,ONLINE ACTIVITIES,NO,TRAVELLING,NO,2,14
449,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,7,1,Others,0,3,1,YES,EXERCISE,NO,BEING OUTSIDE,YES,6,9
450,Delhi-NCR,20,4,Poor,Smartphone,4,0,6,2,Whatsapp,0,3,0,NO,READING,YES,SCHOOL/WORK,YES,8,8
451,Outside Delhi-NCR,20,0,Poor,Laptop/Desktop,3,0,8,4,Youtube,2,4,0,YES,REST,NO,TRAVELLING,NO,3,14
452,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,2,1,9,1,Instagram,0,2,1,YES,MUSIC,YES,TRAVELLING,YES,4,11
453,Delhi-NCR,25,4,Poor,Smartphone,4,1,7,2,Whatsapp,0,4,0,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,8,10
454,Delhi-NCR,20,4,Poor,Smartphone,3,0,8,3,Youtube,0,3,2,NO,INDOOR ACTIVITIES,NO,TRAVELLING,NO,7,11
455,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,7,1,Instagram,2,4,2,NO,REST,NO,SOCIALIZE,YES,8,11
456,Delhi-NCR,20,4,Poor,Laptop/Desktop,0,0,8,1,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,4,9
457,Delhi-NCR,20,4,Poor,Smartphone,2,1,7,1,Youtube,0,4,0,NO,EXERCISE,YES,BEING OUTSIDE,YES,6,9
458,Outside Delhi-NCR,25,4,Poor,Smartphone,2,1,9,5,Instagram,2,4,0,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,6,14
459,Delhi-NCR,25,3,Poor,Laptop/Desktop,2,0,9,4,Instagram,1,4,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,5,14
460,Delhi-NCR,25,1,Poor,Smartphone,1,2,8,2,Instagram,0,3,1,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,2,12
461,Delhi-NCR,30,2,Poor,Laptop/Desktop,1,1,6,1,Youtube,0,3,2,NO,SOCIALIZE,YES,BEING OUTSIDE,YES,3,8
462,Delhi-NCR,25,2,Poor,Laptop/Desktop,2,0,6,3,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,4,9
463,Delhi-NCR,25,3,Poor,Laptop/Desktop,3,1,8,3,Instagram,0,2,1,NO,EXERCISE,YES,SOCIALIZE,NO,6,12
464,Outside Delhi-NCR,25,4,Poor,Smartphone,1,1,9,1,Instagram,0,3,2,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,5,11
465,Delhi-NCR,25,1,Poor,Laptop/Desktop,2,1,9,1,Whatsapp,0,3,2,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,3,11
466,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,8,4,Instagram,0,2,2,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,6,13
467,Outside Delhi-NCR,25,3,Poor,Laptop/Desktop,2,1,7,2,Youtube,1,3,1,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,5,11
468,Outside Delhi-NCR,25,0,Poor,Laptop/Desktop,4,1,8,1,Others,0,4,2,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,NO,4,10
469,Delhi-NCR,25,0,Poor,Smartphone,0,1,9,1,Youtube,0,3,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,2,11
470,Delhi-NCR,20,0,Poor,Laptop/Desktop,0,0,9,5,Instagram,0,3,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,2,14
471,Delhi-NCR,20,2,Poor,Smartphone,1,1,9,4,Youtube,1,4,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,3,14
472,Delhi-NCR,20,0,Poor,Laptop/Desktop,3,1,9,2,Instagram,0,2,2,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,3,12
473,Delhi-NCR,25,3,Poor,Laptop/Desktop,4,1,7,1,Youtube,2,4,1,NO,REST,NO,SOCIALIZE,YES,7,11
474,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,2,7,0,Whatsapp,0,4,2,YES,MUSIC,YES,SCHOOL/WORK,YES,8,9
475,Outside Delhi-NCR,25,3,Poor,Laptop/Desktop,3,0,7,4,Youtube,0,3,0,NO,MUSIC,NO,SOCIALIZE,NO,6,11
476,Delhi-NCR,25,4,Poor,Laptop/Desktop,0,0,8,3,Instagram,0,3,2,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,NO,4,11
477,Outside Delhi-NCR,20,0,Poor,Laptop/Desktop,2,2,9,2,Instagram,0,3,1,NO,MUSIC,YES,SCHOOL/WORK,YES,2,13
478,Delhi-NCR,20,4,Poor,Smartphone,2,1,6,2,Instagram,1,3,0,NO,NO ACTIVITIES,YES,ALL,YES,6,10
479,Delhi-NCR,25,3,Poor,Laptop/Desktop,4,1,7,1,Instagram,0,3,0,YES,EXERCISE,YES,SCHOOL/WORK,YES,7,9
480,Delhi-NCR,25,0,Poor,Laptop/Desktop,1,0,9,2,Whatsapp,2,3,0,NO,REST,NO,BEING OUTSIDE,NO,2,13
481,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,1,2,9,2,Whatsapp,2,3,2,NO,MUSIC,YES,ALL,YES,5,14
482,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,8,0,Others,1,3,1,NO,ONLINE ACTIVITIES,NO,NOTHING,YES,8,10
483,Delhi-NCR,25,3,Poor,Laptop/Desktop,3,0,9,2,Others,0,4,0,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,YES,6,11
484,Delhi-NCR,20,1,Poor,Laptop/Desktop,3,0,9,4,Instagram,0,3,1,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,4,13
485,Delhi-NCR,25,0,Poor,Laptop/Desktop,4,1,6,1,Youtube,2,3,2,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,4,10
486,Outside Delhi-NCR,20,3,Poor,Laptop/Desktop,4,1,7,1,Whatsapp,0,3,0,YES,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,7,9
487,Outside Delhi-NCR,20,1,Poor,Laptop/Desktop,2,1,7,3,Instagram,0,3,2,NO,READING,NO,SOCIALIZE,YES,3,11
488,Delhi-NCR,20,2,Poor,Laptop/Desktop,1,2,6,4,Instagram,1,2,1,NO,MUSIC,YES,SOCIALIZE,YES,3,13
489,Delhi-NCR,20,3,Poor,Smartphone,1,1,9,4,Instagram,0,4,2,NO,MUSIC,YES,SOCIALIZE,YES,4,14
490,Delhi-NCR,20,2,Poor,Laptop/Desktop,2,1,9,1,Youtube,1,3,2,NO,MUSIC,YES,BEING OUTSIDE,NO,4,12
491,Delhi-NCR,20,2,Poor,Laptop/Desktop,2,0,9,2,Whatsapp,0,2,1,NO,MUSIC,YES,SCHOOL/WORK,YES,4,11
492,Delhi-NCR,25,2,Poor,Smartphone,4,1,9,1,Others,0,3,2,YES,MUSIC,YES,SCHOOL/WORK,NO,6,11
493,Delhi-NCR,20,0,Poor,Smartphone,1,0,8,4,Youtube,3,3,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,2,14
494,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,2,6,2,Instagram,0,4,2,NO,REST,YES,BEING OUTSIDE,NO,7,10
495,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,8,3,Whatsapp,1,3,1,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,6,13
496,Delhi-NCR,25,4,Poor,Laptop/Desktop,4,0,7,2,Whatsapp,1,3,0,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,8,10
497,Delhi-NCR,20,3,Poor,Laptop/Desktop,2,0,6,2,Instagram,0,3,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,5,8
498,Delhi-NCR,20,4,Poor,Smartphone,2,2,6,3,Youtube,2,2,1,NO,READING,NO,BEING OUTSIDE,NO,6,13
499,Delhi-NCR,20,4,Poor,Smartphone,1,0,6,2,Instagram,0,3,0,NO,MUSIC,NO,SOCIALIZE,NO,5,8
500,Delhi-NCR,25,3,Poor,Laptop/Desktop,3,1,8,3,Instagram,2,2,0,NO,MUSIC,NO,SOCIALIZE,NO,6,14
501,Delhi-NCR,20,2,Poor,Smartphone,2,0,9,5,Instagram,1,2,2,NO,REST,NO,SCHOOL/WORK,NO,4,14
502,Delhi-NCR,20,1,Poor,Smartphone,2,2,9,1,Youtube,1,2,1,YES,MUSIC,NO,TRAVELLING,YES,3,13
503,Delhi-NCR,25,3,Poor,Laptop/Desktop,3,0,9,4,Others,0,4,0,NO,REST,NO,SCHOOL/WORK,NO,6,13
504,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,4,1,6,3,Instagram,1,4,0,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,6,11
505,Delhi-NCR,20,3,Poor,Smartphone,4,1,6,1,Others,1,4,0,NO,SOCIALIZE,YES,SCHOOL/WORK,YES,7,9
506,Delhi-NCR,20,2,Poor,Laptop/Desktop,0,0,9,1,Instagram,2,4,2,NO,SOCIALIZE,NO,BEING OUTSIDE,YES,2,12
507,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,3,9,1,Youtube,0,2,1,YES,WRITING,YES,BEING OUTSIDE,YES,6,13
508,Delhi-NCR,20,2,Poor,Smartphone,4,1,6,4,Youtube,0,1,0,YES,MUSIC,YES,TRAVELLING,YES,6,11
509,Delhi-NCR,25,0,Poor,Laptop/Desktop,1,1,9,3,Others,0,3,0,NO,MUSIC,YES,TRAVELLING,YES,2,13
510,Outside Delhi-NCR,30,2,Poor,Laptop/Desktop,2,1,8,0,Youtube,0,2,2,NO,READING,NO,NOTHING,YES,4,9
511,Delhi-NCR,20,0,Poor,Laptop/Desktop,4,0,9,1,Whatsapp,1,3,0,NO,REST,NO,TRAVELLING,NO,4,11
512,Outside Delhi-NCR,25,1,Poor,Smartphone,4,1,9,1,Others,0,3,2,NO,REST,NO,NOTHING,YES,5,11
513,Delhi-NCR,20,2,Poor,Laptop/Desktop,3,1,8,2,Youtube,3,3,0,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,5,14
514,Delhi-NCR,20,4,Poor,Smartphone,4,1,8,2,Youtube,1,3,2,NO,REST,YES,TRAVELLING,YES,8,12
515,Delhi-NCR,20,2,Poor,Smartphone,2,0,9,5,Youtube,1,2,1,NO,INDOOR ACTIVITIES,YES,NOTHING,YES,4,14
516,Outside Delhi-NCR,25,1,Poor,Smartphone,4,1,9,1,Whatsapp,1,3,2,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,NO,5,12
517,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,3,0,8,2,Youtube,1,3,1,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,7,11
518,Delhi-NCR,20,4,Poor,Smartphone,1,1,9,2,Instagram,1,3,0,YES,EXERCISE,NO,BEING OUTSIDE,YES,5,13
519,Delhi-NCR,20,2,Poor,Smartphone,1,2,8,4,Others,2,4,1,NO,READING,NO,TRAVELLING,YES,3,14
520,Outside Delhi-NCR,20,0,Poor,Smartphone,2,1,7,4,Instagram,0,2,2,NO,REST,NO,TRAVELLING,YES,2,12
521,Delhi-NCR,25,2,Poor,Smartphone,2,1,8,1,Youtube,0,3,2,NO,REST,NO,SOCIALIZE,NO,4,10
522,Delhi-NCR,20,2,Poor,Smartphone,4,1,8,2,Youtube,0,3,0,NO,MUSIC,YES,SCHOOL/WORK,YES,6,11
