year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2017,9000,2,23804,5,145,65.7,1
2018,12129,2,25552,5,145,54.3,1
2018,18400,2,11500,1,145,54.3,1.5
2019,13900,2,11805,5,145,55.4,1
2019,25000,2,1841,5,145,34.5,2.3
2019,23400,2,14082,1,145,54.3,2
2019,16500,1,65,5,145,45.6,1
2017,20700,2,20306,1,200,47.9,2
2017,10000,2,24951,1,145,74.3,1.5
2016,9000,1,41344,1,20,64.2,1.5
2018,11000,2,16888,5,145,65.7,1
2016,13490,1,25100,5,235,38.2,1.5
2019,14890,2,6700,1,145,64.2,1.5
2019,17490,2,12300,5,145,60.1,1
2019,20490,1,7500,5,145,31,1.5
2019,14490,2,6000,5,145,53.3,1
2020,17390,2,650,5,145,53.3,1
2017,7190,2,15650,5,145,57.7,1.2
2019,19490,2,500,5,145,47.9,1
2016,28490,1,18500,5,570,23.5,5
2013,6000,1,44000,5,165,44.1,1.6
2015,7250,2,32782,5,0,65.7,1
2016,9189,2,17643,5,125,52.3,1
2018,15789,2,8459,5,145,51.4,1.5
2018,15789,2,8459,5,145,51.4,1.5
2016,11989,1,25913,5,145,46.3,1.5
2016,7689,2,65569,1,20,68.9,1.5
2016,9489,2,16160,5,20,60.1,1
2017,19989,2,37950,1,145,44.1,2
2015,6989,2,48612,5,0,65.7,1
2017,15265,2,19333,1,145,54.3,2
2017,15265,2,19333,1,145,54.3,2
2015,13695,2,30466,1,145,54.3,2
2018,10700,2,8015,5,145,55.4,1.1
2017,9900,2,10385,5,0,65.7,1
2019,13450,2,9223,5,145,58.9,1
2017,16200,3,54371,1,125,52.3,2
2019,17000,2,6337,5,145,58.9,1
2017,9300,2,19710,5,0,65.7,1
2019,18990,3,1592,5,145,48.7,1
2017,8495,2,23985,5,125,54.3,1.2
2018,13995,2,12830,5,145,54.3,1
2019,17995,2,2744,5,145,60.1,1
2018,11995,2,16246,5,145,61.4,1
2016,8495,2,22969,5,0,65.7,1
2017,9495,2,15354,5,145,65.7,1
2016,9995,2,35286,1,0,74.3,1.5
2019,27995,2,9125,5,150,34.5,2.3
2013,7495,3,38000,5,150,47.9,1.6
2018,12495,2,22980,5,150,58.9,1
2018,10995,2,3105,5,145,65.7,1
2018,17995,2,12660,1,145,54.3,1.5
2017,10495,2,29750,5,125,52.3,1
2018,19795,2,16112,1,150,39.2,2
2018,9995,2,10181,5,150,64.2,1.1
2018,11995,2,17519,5,150,65.7,1
2017,15995,2,11156,1,150,54.3,2
2018,11295,2,29923,5,150,62.8,1
2017,11495,2,13459,5,145,60.1,1
2017,19650,2,27096,1,160,48.7,2
2017,8300,2,15629,5,145,57.7,1.2
2019,17500,2,5294,5,145,51.4,1
2017,9350,2,22471,5,125,54.3,1.2
2019,16500,2,4811,5,145,51.4,1
2017,9950,2,19147,5,0,65.7,1
2017,9950,2,17300,5,0,65.7,1
2017,11700,2,18479,5,20,60.1,1
2019,19500,2,32,1,145,65.7,2
2013,6500,2,44000,5,0,65.7,1
2017,11995,2,12266,5,125,52.3,1
2017,11495,2,20958,5,145,60.1,1
2018,16495,2,24344,5,145,60.1,1
2018,18795,2,12589,5,145,41.5,2
2020,20000,2,10,1,145,65.7,2
2015,9800,2,18136,1,0,88.3,1.5
2019,20000,2,1801,1,145,38.2,2
2018,12000,2,11101,5,145,44.1,1.6
2018,10500,2,27822,5,145,65.7,1
2016,9500,2,35270,5,20,62.8,1
2016,7000,2,58500,5,125,54.3,1.2
2019,20000,2,29,1,145,65.7,2
2019,20000,2,31,1,145,65.7,2
2019,20000,2,10,1,145,65.7,2
2013,6272,2,54321,5,30,57.7,1
2017,10450,2,9335,5,145,52.3,1
2019,13000,2,8307,5,145,58.9,1
2019,15000,2,7315,5,150,55.4,1
2018,10995,2,17135,5,145,65.7,1
2017,10995,2,36185,1,145,68.9,1.5
2017,8295,2,21783,5,150,54.3,1.2
2018,10295,2,13800,5,150,65.7,1
2018,9495,2,15835,5,150,64.2,1.1
2017,9995,2,14716,5,145,61.4,1
2019,17995,2,5668,5,145,58.9,1
2018,12995,2,14233,5,145,57.7,1
2020,21495,2,1543,5,145,50.4,1
2020,19995,2,1732,5,145,55.4,1
2020,19995,2,130,5,145,58.9,1
2017,11995,2,22081,1,0,74.3,1.5
2018,12020,2,10020,5,145,60.1,1
2015,11495,2,67709,1,145,54.3,2
2017,12795,3,10106,5,145,51.4,1
2018,12395,2,6128,5,145,65.7,1
2016,9495,2,9750,5,20,60.1,1
2013,10495,3,50000,1,200,45.6,2
2016,9350,3,13144,5,160,44.1,1.6
2017,19695,3,42100,1,150,47.9,2
2016,15975,1,24300,5,235,38.2,1.5
2018,15475,1,15751,1,145,67.3,1.5
2017,18490,2,34206,1,125,56.5,2
2017,9300,3,62152,5,160,44.8,1.5
2017,11400,2,22648,5,30,54.3,1
2017,10000,2,17753,5,20,60.1,1
2015,7900,2,20690,5,0,65.7,1
2015,10700,2,29980,1,0,78.5,1.5
2017,16400,2,18487,1,125,60.1,2
2017,9500,2,29679,5,150,55.4,1
2017,10340,2,31767,5,145,60.1,1
2017,10975,2,24035,5,150,60.1,1
2018,10475,2,14100,5,150,65.7,1
2020,22975,2,3000,5,145,50.4,1
2019,11975,2,6752,5,145,55.4,1.1
2017,17475,2,33800,1,145,54.3,2
2017,17475,2,24550,1,20,67.3,2
2017,11475,2,20160,5,145,65.7,1
2019,18975,2,6200,5,145,49.6,1
2016,9475,3,20761,5,30,57.7,1
2016,7700,2,64918,1,0,74.3,1.5
2017,15590,3,17776,1,145,58.9,1.5
2018,7695,2,30495,5,145,57.7,1.2
2017,10995,2,21473,5,145,65.7,1
2018,12695,2,10908,5,145,60.1,1
2017,10750,3,42340,5,145,54.3,1
2017,16050,2,25370,1,145,60.1,2
2017,7290,2,52530,5,0,65.7,1
2013,5490,2,45740,5,30,54.3,1.2
2018,10100,2,28750,5,145,65.7,1
2018,9860,2,31789,5,150,65.7,1
2018,11580,2,26950,5,145,56.5,1
2018,9440,2,24456,5,145,65.7,1
2016,8600,2,15504,5,0,65.7,1
2017,10460,2,40412,1,145,74.3,1.5
2018,13195,2,15010,1,145,74.3,1.5
2017,10195,3,16285,5,0,57.7,1
2018,12995,2,26900,1,145,88.3,1.5
2015,7295,2,40981,5,30,55.4,1
2018,16495,2,7675,5,145,55.4,1
2018,13695,2,11172,5,145,58.9,1
2019,18995,2,11994,5,145,60.1,1
2019,19995,2,17522,1,145,47.9,2
2018,11995,2,25257,5,145,65.7,1
2017,14795,2,20409,5,145,45.6,1.5
2017,10795,2,13383,5,145,52.3,1
2017,8295,2,21783,5,150,54.3,1.2
2019,12625,2,9754,1,150,65.7,2
2018,12995,2,33019,1,145,74.3,1.5
2017,11795,2,12260,5,145,60.1,1
2018,9495,2,15835,5,150,64.2,1.1
2018,9995,2,4651,5,145,64.2,1.1
2019,13995,2,24022,1,145,58.9,1.5
2018,12995,2,13510,1,145,60.1,1.5
2018,13195,2,10928,5,145,58.9,1
2017,13995,2,28978,1,145,60.1,2
2018,18495,2,12446,5,145,41.5,2
2017,11195,3,31648,1,145,74.3,1.5
2019,24195,3,3606,1,145,47.1,2
2019,15595,2,5257,5,145,58.9,1
2018,14695,2,10038,5,145,52.3,1
2018,14995,3,14902,5,145,45.6,1
2019,27975,2,5000,5,145,34.5,2.3
2014,5960,2,53250,5,30,54.3,1.2
2017,9990,2,27800,1,30,64.2,1.5
2017,11975,2,20160,5,150,65.7,1
2017,17475,2,24550,1,20,67.3,2
2019,18975,2,6200,5,145,49.6,1
2016,9475,3,20761,5,30,57.7,1
2018,9627,2,25940,5,150,56.5,1
2015,7810,2,66990,1,0,74.3,1.5
2017,10000,2,11720,5,145,65.7,1
2019,12475,2,6752,5,145,55.4,1.1
2019,10975,2,4500,5,145,47.9,1.2
2018,13475,2,6405,5,145,61.4,1
2016,15975,1,24300,5,235,38.2,1.5
2018,15475,1,15751,1,145,67.3,1.5
2020,22975,2,3000,5,145,50.4,1
2018,11450,2,19280,5,145,56.5,1
2013,5990,2,26793,5,30,54.3,1.2
2016,9077,1,22910,1,20,64.2,1.5
2013,7568,2,17490,1,0,78.5,1.6
2019,16295,2,6065,5,145,60.1,1
2016,10995,2,28419,1,125,60.1,2
2015,8695,2,39394,5,20,60.1,1
2018,16795,2,19211,1,145,64.2,1.5
2017,8995,2,24195,5,150,64.2,1.1
2017,15495,2,14565,1,150,64.2,1.5
2019,15695,2,5903,5,150,55.4,1
2017,9795,2,33105,5,150,65.7,1
2016,7995,2,55132,5,0,65.7,1
2018,16995,2,22770,5,150,45.6,1.5
2018,13225,2,9000,5,145,54.3,1
2016,7000,2,42300,5,0,65.7,1
2019,12000,2,12201,5,145,56.5,1
2018,10900,2,25000,5,145,65.7,1
2017,14725,2,45126,1,150,60.1,1
2017,12735,2,41600,1,150,60.1,2
2018,12375,2,10573,5,150,65.7,1
2016,15800,2,29246,1,125,56.5,2
2016,9700,2,16501,5,20,62.8,1
2019,14500,2,4372,5,150,56.5,1
2018,17995,2,12660,1,145,54.3,1.5
2018,13495,2,22279,5,145,57.7,1
2019,15295,2,18233,5,145,53.3,1
2018,12795,2,8575,5,145,56.5,1
2014,7995,2,9873,5,30,54.3,1.2
2017,17995,2,11432,5,145,41.5,2
2017,17295,2,21232,5,145,41.5,2
2017,14995,2,40526,1,125,60.1,2
2017,10895,2,21128,5,145,61.4,1
2018,16895,2,16895,5,145,40.3,1.5
2017,17495,2,25739,5,145,41.5,2
2020,23995,2,6102,5,145,60.1,1
2017,10995,2,12266,5,125,52.3,1
2017,9495,2,25533,5,145,65.7,1
2018,12995,2,16053,5,145,49.6,1
2017,10795,2,25000,5,145,61.4,1
2019,15695,2,18800,5,145,58.9,1
2016,8495,2,22969,5,0,65.7,1
2018,11995,2,19036,5,145,60.1,1
2017,9495,2,33691,1,145,88.3,1.5
2018,9995,2,15202,5,145,64.2,1.1
2018,14495,2,9321,5,145,57.7,1
2018,11995,2,16246,5,145,61.4,1
2014,7695,2,29840,5,30,54.3,1.2
2018,11695,2,14087,5,145,65.7,1
2018,12795,2,10419,5,145,65.7,1
2017,14495,2,28056,1,145,60.1,2
2015,6295,2,83467,5,20,61.4,1
2013,5295,2,70296,1,0,76.4,1.5
2019,17495,2,9080,5,145,49.6,1
2019,16995,2,8720,1,145,80.7,1.5
2019,16495,2,13491,5,145,58.9,1
2019,12495,2,13576,5,145,58.9,1
2019,15995,2,9867,5,145,58.9,1
2019,16995,2,12700,5,145,58.9,1
2019,17495,2,13342,5,145,51.4,1
2018,10195,2,32176,5,145,61.4,1
2018,13195,2,13518,5,145,57.7,1
2018,11295,2,3105,5,145,65.7,1
2017,11995,2,38307,5,150,53.3,1
2017,16295,2,26789,1,150,60.1,2
2017,16995,2,39684,1,150,67.3,2
2018,10595,2,20590,5,150,65.7,1
2017,13595,2,41907,1,150,60.1,2
2017,14795,2,25570,1,150,60.1,2
2016,7995,2,27267,5,125,54.3,1.2
2014,7995,2,69000,5,150,47.9,1.6
2018,19795,2,16112,1,150,39.2,2
2017,15795,2,19948,1,20,67.3,2
2019,28995,2,5029,1,145,54.3,2
2019,14995,2,7166,5,145,56.5,1
2019,27995,2,9125,5,145,34.5,2.3
2019,9995,2,11891,5,145,47.9,1.2
2019,14100,2,20287,1,150,80.7,1.5
2019,17500,2,7775,5,150,40.3,1.5
2019,16500,2,3052,5,150,51.4,1
2016,12800,2,25617,1,125,60.1,2
2015,8000,2,33442,5,160,44.8,1.5
2018,16900,2,21931,5,150,41.5,2
2017,7500,2,14635,5,150,57.7,1.2
2018,15400,2,16134,1,150,60.1,2
2017,13200,2,7951,5,150,47.9,1.6
2013,6150,2,50000,5,30,57.7,1
2018,9495,2,10247,5,145,64.2,1.1
2018,13795,2,4430,5,145,62.8,1
2018,11995,2,6812,5,145,65.7,1
2017,11795,2,9616,5,145,61.4,1
2015,8495,2,12734,5,125,54.3,1.2
2017,9995,2,30324,5,145,65.7,1
2018,13295,2,22406,5,145,57.7,1
2019,15995,2,5452,5,145,58.9,1
2017,11495,2,13764,5,145,60.1,1
2017,10595,2,14716,5,145,61.4,1
2018,18695,2,12589,5,145,41.5,2
2018,14195,2,8923,5,145,58.9,1
2019,17495,2,7471,5,145,49.6,1
2019,17495,2,6370,5,145,58.9,1
2019,14495,2,11363,5,145,56.5,1
2019,14925,2,12987,5,150,58.9,1
2017,13500,2,23332,1,150,64.2,1.5
2019,17125,1,1858,5,145,50.4,1
2019,15625,3,6797,5,150,45.6,1
2017,14785,2,35972,1,150,60.1,2
2019,23000,3,4601,1,150,38.7,2
2015,11850,2,30010,1,150,54.3,2
2018,9150,2,21512,5,150,65.7,1
2018,20000,3,22327,1,150,54.3,2
2019,21600,1,2492,5,150,29.4,1.5
2018,18995,2,6317,5,145,41.5,2
2017,7595,2,29349,5,145,57.7,1.2
2017,16995,2,35966,1,145,54.3,2
2018,9295,2,17537,5,145,47.9,1.2
2018,17295,2,24814,1,145,60.1,2
2018,15495,2,20595,1,145,54.3,2
2017,10795,2,24161,5,145,61.4,1
2015,7995,2,17469,5,30,54.3,1.2
2018,11695,2,7788,5,145,61.4,1
2017,9995,2,32187,5,145,61.4,1
2018,15495,2,21162,5,145,58.9,1
2018,13495,2,23111,5,145,58.9,1
2018,8995,2,26004,5,145,47.9,1.2
2018,12195,2,8734,5,145,61.4,1
2013,4795,2,75340,5,30,54.3,1.2
2018,10995,2,2359,5,150,65.7,1
2016,10495,3,24335,1,30,58.9,1.5
2018,20495,2,32944,1,150,56.5,2
2018,11495,2,17468,5,150,60.1,1
2017,9995,2,16279,5,150,64.2,1.1
2018,11495,2,15146,5,150,65.7,1
2018,11795,2,26500,5,150,60.1,1
2018,8495,2,13561,5,150,47.9,1.2
2017,8295,2,14200,5,145,54.3,1.2
2018,8995,2,11900,5,145,47.9,1.2
2018,9495,2,9043,5,145,47.9,1.2
2018,9495,2,9281,5,145,55.4,1.1
2019,18995,2,4710,5,145,49.6,1
2019,25995,2,13312,1,145,50.4,2
2017,8595,2,54286,5,145,65.7,1
2019,17995,2,4409,5,145,60.1,1
2019,17995,2,14569,5,145,60.1,1
2019,11995,2,3239,5,145,60.1,1
2019,13495,2,9869,5,145,60.1,1
2017,15295,2,11559,1,150,60.1,2
2019,18695,2,6308,1,150,38.2,2
2017,19495,3,48791,1,150,47.9,2
2019,19995,2,2790,5,150,35.3,1.5
2018,10995,2,8979,5,150,65.7,1
2018,10495,2,21092,5,150,58.9,1
2018,12995,2,21950,5,150,57.7,1
2013,5995,2,63784,5,30,56.5,1
2019,12495,2,5502,5,150,58.9,1
2017,12995,2,30507,1,150,64.2,2
2016,6499,2,41149,5,125,54.3,1.2
2018,12699,2,21442,5,145,57.7,1
2017,15499,2,38688,1,150,67.3,2
2019,16299,2,2278,5,150,60.1,1
2018,11899,2,13950,5,150,65.7,1
2017,9699,2,10861,5,150,65.7,1
2018,12199,2,14766,5,145,60.1,1
2018,14799,2,11494,5,145,54.3,1
2018,14499,2,11997,1,145,80.7,1.5
2017,15999,2,19718,1,145,60.1,2
2017,16295,2,24000,1,150,60.1,2
2017,7995,2,31981,5,150,54.3,1.2
2017,15495,2,20495,1,150,60.1,2
2017,16395,2,24759,1,150,64.2,1.5
2017,10695,2,24153,5,150,65.7,1
2018,10995,2,10992,5,150,52.3,1
2017,7895,2,10300,5,150,54.3,1.2
2018,11795,2,10872,5,150,65.7,1
2019,23995,1,6020,1,150,31.7,2
2019,15495,2,12583,5,150,60.1,1
2018,13799,2,12642,5,145,54.3,1
2017,14999,3,21507,1,125,58.9,1.5
2014,7299,2,33458,5,0,65.7,1
2019,19795,2,12963,1,145,39.2,2
2015,8495,2,33012,5,20,60.1,1
2018,17399,2,11447,1,145,54.3,2
2018,11399,2,8804,5,145,65.7,1
2015,13699,2,45180,1,145,54.3,2
2017,14299,2,21469,1,30,64.2,1.5
2017,14999,3,44097,1,145,58.9,2
2017,16399,2,17921,5,145,45.6,1.5
2018,11999,2,9224,5,145,57.7,1
2017,14999,2,21751,1,145,65.7,2
2013,6999,2,39580,5,0,65.7,1
2018,11795,2,17995,5,145,61.4,1
2018,12295,2,13500,5,145,60.1,1
2018,8995,2,36000,5,145,64.2,1.1
2017,16495,3,24123,1,145,54.3,2
2018,12295,2,11542,5,145,65.7,1
2018,9795,2,22690,5,145,64.2,1.1
2018,12495,2,13097,5,145,56.5,1
2018,13695,2,10856,5,145,58.9,1
2018,11695,2,12487,5,145,65.7,1
2017,17995,2,32030,1,145,54.3,2
2017,11499,2,11091,5,145,60.1,1
2016,12599,2,12531,5,145,47.9,1.6
2017,11999,2,27616,5,145,47.9,1.6
2018,12499,3,14773,5,145,54.3,1
2017,10999,2,25331,5,145,60.1,1
2015,9499,2,67947,1,125,60.1,2
2018,11699,2,16175,5,145,65.7,1
2018,13870,2,9446,5,145,58.9,1
2018,11640,2,29546,5,150,57.7,1
2018,9445,1,63803,5,145,48.7,1
2018,14199,1,24694,1,145,58.9,1.5
2016,15699,2,22705,1,125,60.1,2
2019,23199,3,11194,1,145,38.7,2
2016,9199,2,31021,5,0,65.7,1
2017,8991,2,16081,5,145,54.3,1.2
2018,13491,3,3531,5,145,48.7,1
2014,8295,2,50496,5,145,47.9,1.6
2019,15995,2,4357,5,145,53.3,1
2018,19333,3,13940,1,145,58.9,1.5
2018,13991,2,13456,5,145,62.8,1
2018,13289,2,22058,5,145,57.7,1
2018,11689,2,20827,5,145,60.1,1
2018,13491,2,15919,5,145,57.7,1
2016,10495,2,10495,1,20,68.9,1.5
2018,11180,2,17373,5,145,56.5,1
2017,9690,2,52204,5,145,65.7,1
2017,11695,3,22804,5,125,51.4,1
2016,10795,3,2903,5,160,44.8,1.6
2016,12795,2,50691,1,125,56.5,2
2017,14000,1,14722,5,235,38.2,1.5
2017,10000,2,15438,5,145,65.7,1
2016,16699,3,26889,1,125,52.3,2
2016,19499,1,27119,5,260,35.8,2
2017,7299,2,45688,5,0,65.7,1
2017,10499,2,18077,5,145,62.8,1
2017,10699,2,27299,5,30,55.4,1
2014,6995,2,51176,5,0,65.7,1
2018,12995,2,14806,5,150,62.8,1
2018,10795,2,19901,5,150,65.7,1
2018,18491,2,28694,1,150,39.2,2
2017,11991,2,11846,5,0,65.7,1
2017,10495,2,18085,5,150,65.7,1
2018,15491,2,6865,1,145,58.9,1.5
2018,10999,2,8968,5,145,55.4,1.1
2016,10491,2,24267,1,20,68.9,1.5
2019,13889,2,8653,5,145,58.9,1
2015,9390,3,16370,5,160,44.8,1.6
2017,8902,2,19043,5,0,65.7,1
2017,16490,1,12812,5,235,38.2,1.5
2017,15500,2,21394,1,145,60.1,2
2017,9491,2,19447,5,145,65.7,1
2014,6491,2,36677,5,30,54.3,1.2
2018,11795,2,20611,5,150,61.4,1
2018,11995,2,17729,5,150,65.7,1
2017,9795,2,27806,5,150,65.7,1
2017,10689,2,26058,1,145,74.3,1.5
2018,11885,2,11542,5,145,56.5,1
2017,21333,2,9975,1,145,48.7,2
2015,13250,2,32748,1,145,54.3,2
2018,20991,2,6833,5,145,41.5,2
2017,18491,1,24801,1,145,54.3,2
2017,19999,2,22922,1,160,48.7,2
2017,11500,2,10126,5,145,52.3,1
2017,17595,3,18066,1,145,54.3,2
2018,10150,2,7316,5,145,65.7,1
2019,16491,2,6500,5,145,51.4,1
2017,8495,2,8887,5,145,57.7,1.2
2018,16222,2,17036,1,145,60.1,2
2014,6995,2,17441,1,20,68.9,1.5
2018,14250,2,11487,5,145,54.3,1
2019,17389,1,10898,5,145,42.8,1
2019,16666,2,6378,5,145,51.4,1
2019,9991,2,7694,5,145,47.9,1.2
2017,10333,2,14219,5,145,52.3,1
2018,10795,2,10266,5,145,55.4,1.1
2018,13289,2,22058,5,145,57.7,1
2018,12995,2,14806,5,150,62.8,1
2018,13491,2,15919,5,145,57.7,1
2019,15995,2,4357,5,145,53.3,1
2018,18689,2,14277,1,145,67.3,2
2018,12791,2,16565,5,145,60.1,1
2017,9495,2,32442,5,145,55.4,1
2019,16666,2,6378,5,145,51.4,1
2019,9991,2,7694,5,145,47.9,1.2
2017,19491,2,10908,1,125,56.5,2
2016,5666,2,30225,5,30,57.7,1.2
2018,13150,3,14346,5,145,51.4,1
2019,21222,2,9000,1,145,39.2,2
2018,8888,2,25000,5,145,47.9,1.2
2019,14888,2,6000,5,145,58.9,1
2019,16491,2,6500,5,145,51.4,1
2019,13333,2,11906,5,145,58.9,1
2017,8495,2,8887,5,145,57.7,1.2
2018,16333,2,3469,5,145,51.4,1
2018,19333,3,13940,1,145,58.9,1.5
2017,10995,3,16750,1,125,58.9,2
2018,19000,2,17011,1,145,54.3,2
2016,9995,3,17900,5,160,44.1,1.6
2016,16479,1,31766,1,145,52.3,2
2018,18689,2,14277,1,145,67.3,2
2018,12791,2,16565,5,145,60.1,1
2017,9495,2,32442,5,145,55.4,1
2019,17991,2,6682,5,145,48.7,1
2018,16000,2,12898,1,145,74.3,1.5
2018,19444,1,8000,1,145,64.2,2
2019,25991,2,8158,1,145,54.3,2
2019,10795,2,4777,5,145,43.5,1.2
2019,20795,1,7000,1,145,64.2,2
2019,9795,2,6500,5,145,47.9,1.2
2018,10491,2,14128,5,145,55.4,1.1
2018,10795,2,13597,5,145,55.4,1.1
2018,10795,2,10266,5,145,55.4,1.1
2017,14295,2,15699,5,145,47.9,1.6
2018,16789,2,26956,5,145,45.6,1.5
2018,10679,2,9820,5,150,58.9,1
2018,16222,2,17036,1,145,60.1,2
2014,6995,2,17441,1,20,68.9,1.5
2017,18491,3,24801,1,145,54.3,2
2017,11500,2,10126,5,145,52.3,1
2017,17595,3,18066,1,145,54.3,2
2018,13491,3,3531,5,145,48.7,1
2018,13991,2,13456,5,145,62.8,1
2018,8888,2,25000,5,145,47.9,1.2
2017,14295,2,15699,5,145,47.9,1.6
2014,8295,2,50496,5,145,47.9,1.6
2016,11491,2,47224,1,0,74.3,1.5
2016,9270,2,16327,1,0,83.1,1.5
2013,6820,2,38641,5,0,65.7,1
2013,6370,2,50223,5,30,56.5,1
2016,16170,2,45973,1,125,56.5,2
2016,10130,2,55413,1,30,64.2,2
2018,13441,2,16117,1,150,74.3,1.5
2015,7141,2,67680,1,20,67.3,1.6
2015,7660,2,45878,1,0,74.3,1.5
2015,7641,2,22480,5,0,65.7,1
2016,12490,3,39621,1,145,52.3,2
2017,10750,1,11108,5,0,57.7,1
2017,10240,2,32399,5,125,52.3,1
2017,8150,2,15987,5,145,54.3,1.2
2017,10160,2,8525,5,0,65.7,1
2017,18900,2,12811,5,200,41.5,2
2016,15780,2,53164,1,125,56.5,2
2018,13090,1,7740,1,145,56.5,1.5
2014,6350,2,43550,1,20,68.9,1.5
2017,9350,2,38720,5,20,62.8,1
2016,10940,3,8833,5,0,57.7,1
2019,17590,3,1576,5,145,45.6,1
2018,17997,2,15336,5,145,41.5,2
2017,7490,2,53786,5,0,65.7,1
2017,9200,2,17166,5,125,52.3,1
2017,16507,2,21184,1,145,54.3,2
2017,11350,2,3833,5,150,65.7,1
2017,16991,3,16643,1,150,54.3,2
2019,18140,2,4577,1,145,61.4,1.5
2019,21300,3,18333,1,145,42.2,2
2019,21970,2,9455,1,145,47.9,2
2019,14491,2,7588,5,145,60.1,1
2019,15260,2,11301,5,145,60.1,1
2019,15440,2,10613,5,145,60.1,1
2019,14730,2,3803,5,145,58.9,1
2019,18910,2,11167,5,145,58.9,1
2019,13491,2,3915,5,145,60.1,1
2019,15420,2,5447,5,145,60.1,1
2019,15860,2,4265,5,145,60.1,1
2013,5840,2,60088,5,0,65.7,1
2017,10100,2,15233,5,145,65.7,1
2019,17991,2,151,1,145,38.2,2
2017,10060,2,21295,5,160,44.1,1.6
2017,9360,2,28789,5,20,62.8,1
2017,10750,2,6245,5,20,60.1,1
2018,10700,2,14126,5,145,65.7,1
2018,7680,2,21819,5,145,57.7,1.2
2018,14320,2,11912,5,145,54.3,1
2017,11740,3,20109,5,145,54.3,1
2019,12430,2,6555,5,145,58.9,1
2019,15320,2,9369,5,145,60.1,1
2016,8760,2,38113,5,20,61.4,1
2017,8020,2,44617,5,0,65.7,1
2015,8560,2,14293,5,0,65.7,1
2017,18520,2,17327,5,145,41.5,2
2019,29350,2,1617,5,145,34.5,2.3
2018,20370,2,13008,5,145,41.5,2
2017,19910,2,17434,5,145,41.5,2
2017,10920,2,19153,5,0,65.7,1
2019,11000,2,2000,5,145,47.9,1.2
2017,8400,2,24216,5,0,65.7,1
2019,10550,2,2463,5,145,47.9,1.2
2018,7295,2,26792,5,145,57.7,1.2
2019,17480,2,3314,5,145,60.1,1
2019,13140,2,2818,5,145,48.7,1.1
2019,20380,2,6235,1,145,70.6,2
2017,8310,2,4807,5,145,57.7,1.2
2019,17990,2,2978,5,145,53.3,1
2019,17491,1,9389,5,145,50.4,1
2017,11560,2,17530,5,145,60.1,1
2017,9300,2,10958,5,0,65.7,1
2019,16230,1,16424,1,145,67.3,1.5
2019,13120,2,5166,5,145,58.9,1
2019,10550,2,2000,5,145,47.9,1.2
2016,16660,3,18366,1,125,56.5,2
2020,15491,2,251,5,145,51.4,1
2020,15600,2,557,5,145,60.1,1
2017,7170,2,23458,5,30,57.7,1.2
2016,12383,2,19029,5,30,55.4,1
2018,10699,2,30704,5,145,65.7,1
2018,10699,2,28654,5,145,65.7,1
2015,11999,2,52645,1,145,54.3,2
2018,10699,2,32895,5,150,65.7,1
2017,19695,3,27697,1,145,48.7,2
2016,10300,2,19016,5,125,52.3,1
2016,10300,2,14896,1,0,74.3,1.5
2018,10495,2,17125,5,145,65.7,1
2019,15700,2,1518,5,145,53.3,1
2018,13500,2,3871,5,145,58.9,1
2017,11470,2,15600,5,145,65.7,1
2018,11931,2,11696,5,145,62.8,1
2019,12790,2,10148,5,145,58.9,1
2018,28615,2,17876,5,145,20.9,5
2016,6495,2,47800,5,0,65.7,1
2017,6990,2,17729,5,30,57.7,1.2
2016,5790,2,54269,5,30,57.7,1.2
2016,7730,2,55923,1,0,74.3,1.5
2016,7691,2,49030,1,0,88.3,1.5
2013,6340,2,21797,5,30,54.3,1.2
2018,9600,2,9844,5,145,43.5,1.2
2017,9300,2,19365,5,145,55.4,1
2018,10300,2,17150,5,145,65.7,1
2020,17300,2,6000,5,145,55.4,1
2018,10300,2,21452,5,145,65.7,1
2018,13800,3,2456,5,145,48.7,1
2019,16800,1,3696,5,145,45.6,1
2017,9900,2,17236,5,125,53.3,1
2017,9700,2,42956,5,20,60.1,1
2019,21200,1,7858,1,145,38.7,2
2017,10960,3,16737,5,160,44.8,1.5
2016,9160,2,31410,1,0,74.3,1.5
2019,13140,2,4344,5,145,48.7,1.1
2015,7000,2,54724,1,0,74.3,1.5
2018,13790,1,9822,5,145,54.3,1
2016,10690,1,13552,5,30,57.7,1
2019,14550,2,10071,5,145,60.1,1
2019,14080,2,11317,5,145,60.1,1
2019,14930,2,10586,5,145,55.4,1
2018,13160,2,21235,1,145,80.7,1.5
2017,8250,2,43710,5,150,44.8,1.5
2017,17995,2,13230,1,145,54.3,2
2017,13595,2,50289,5,205,41.5,2
2015,11221,2,35936,1,30,64.2,2
2017,13711,2,21827,1,125,60.1,2
2017,10995,3,13451,5,150,54.3,1
2018,20295,1,2833,5,145,38.2,1.5
2017,8895,3,18974,5,165,44.1,1.6
2015,10790,2,33263,1,125,60.1,2
2018,13550,2,11250,5,145,54.3,1
2019,22490,3,10598,1,150,42.2,2
2019,17990,3,10,5,150,44.1,1
2018,11290,2,11000,5,150,60.1,1
2019,15490,2,10100,5,150,55.4,1
2018,10000,2,56100,5,150,62.8,1
2018,10990,2,21000,5,150,65.7,1
2019,12975,2,5500,5,150,58.9,1
2018,9290,2,5755,5,150,64.2,1.1
2017,8690,3,26363,5,165,44.1,1.6
